Id,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
5647.0,2494.0,45.0,10.0,162.0,21.0,540.0,223.0,218.0,129.0,1429.0,4.0,6.0,3.0
5648.0,2427.0,97.0,28.0,234.0,93.0,984.0,251.0,187.0,44.0,976.0,4.0,5.0,3.0
5649.0,2293.0,86.0,11.0,42.0,3.0,1092.0,236.0,222.0,117.0,793.0,4.0,5.0,3.0
5650.0,2247.0,11.0,2.0,0.0,0.0,1189.0,217.0,234.0,155.0,713.0,4.0,2.0,4.0
5651.0,2248.0,345.0,8.0,0.0,0.0,1194.0,204.0,227.0,162.0,721.0,4.0,14.0,4.0
5652.0,2319.0,333.0,10.0,0.0,0.0,1120.0,197.0,228.0,169.0,1410.0,4.0,10.0,4.0
5653.0,2405.0,300.0,26.0,240.0,99.0,1195.0,140.0,219.0,216.0,1383.0,4.0,10.0,6.0
5654.0,2439.0,313.0,20.0,330.0,133.0,1116.0,163.0,221.0,196.0,1295.0,4.0,6.0,6.0
5655.0,2453.0,309.0,10.0,450.0,147.0,1015.0,192.0,233.0,182.0,1179.0,4.0,6.0,6.0
5656.0,2449.0,168.0,14.0,421.0,106.0,700.0,230.0,245.0,143.0,780.0,4.0,3.0,3.0
5657.0,3321.0,354.0,15.0,60.0,12.0,4414.0,193.0,212.0,156.0,4002.0,1.0,38.0,7.0
5658.0,3308.0,57.0,28.0,124.0,55.0,4041.0,226.0,170.0,60.0,4119.0,1.0,39.0,7.0
5659.0,3246.0,36.0,10.0,0.0,0.0,3899.0,219.0,218.0,133.0,4146.0,1.0,39.0,7.0
5660.0,2385.0,50.0,7.0,408.0,128.0,1148.0,224.0,225.0,136.0,1153.0,4.0,2.0,3.0
5661.0,2391.0,339.0,11.0,361.0,100.0,1224.0,197.0,225.0,166.0,1129.0,4.0,2.0,3.0
5662.0,2312.0,148.0,28.0,60.0,32.0,1563.0,244.0,224.0,89.0,659.0,4.0,3.0,3.0
5663.0,2268.0,14.0,9.0,30.0,0.0,1413.0,212.0,222.0,147.0,534.0,4.0,17.0,4.0
5664.0,2328.0,238.0,26.0,120.0,58.0,1263.0,165.0,251.0,215.0,426.0,4.0,1.0,6.0
5665.0,2312.0,126.0,14.0,108.0,37.0,270.0,243.0,229.0,112.0,1549.0,4.0,2.0,4.0
5666.0,2293.0,119.0,19.0,67.0,20.0,330.0,248.0,220.0,92.0,1572.0,4.0,4.0,4.0
5667.0,2288.0,118.0,17.0,42.0,15.0,360.0,246.0,223.0,100.0,1584.0,4.0,4.0,4.0
5668.0,2278.0,99.0,14.0,30.0,12.0,390.0,242.0,220.0,104.0,1597.0,4.0,4.0,4.0
5669.0,2273.0,45.0,11.0,0.0,0.0,420.0,223.0,215.0,125.0,1610.0,4.0,4.0,4.0
5670.0,2448.0,75.0,16.0,30.0,13.0,470.0,238.0,209.0,98.0,1776.0,4.0,6.0,3.0
5671.0,2495.0,317.0,11.0,256.0,12.0,514.0,190.0,230.0,180.0,1530.0,4.0,6.0,3.0
5672.0,2491.0,71.0,13.0,124.0,18.0,510.0,234.0,214.0,110.0,1434.0,4.0,6.0,3.0
5673.0,2446.0,344.0,17.0,30.0,5.0,552.0,184.0,212.0,165.0,1317.0,4.0,16.0,6.0
5674.0,2459.0,3.0,22.0,60.0,22.0,624.0,184.0,192.0,140.0,1249.0,4.0,10.0,6.0
5675.0,2442.0,107.0,22.0,242.0,101.0,942.0,251.0,209.0,75.0,1018.0,4.0,5.0,3.0
5676.0,2290.0,43.0,12.0,0.0,0.0,1072.0,222.0,214.0,125.0,805.0,4.0,5.0,4.0
5677.0,2336.0,292.0,27.0,120.0,64.0,1110.0,136.0,223.0,223.0,750.0,4.0,10.0,6.0
5678.0,2344.0,45.0,17.0,210.0,79.0,1116.0,222.0,201.0,107.0,730.0,4.0,10.0,6.0
5679.0,2250.0,346.0,9.0,0.0,0.0,1159.0,203.0,227.0,162.0,742.0,4.0,10.0,4.0
5680.0,2321.0,63.0,5.0,0.0,0.0,1082.0,225.0,229.0,139.0,1399.0,4.0,10.0,4.0
5681.0,2354.0,300.0,26.0,90.0,39.0,1127.0,138.0,218.0,216.0,1504.0,4.0,10.0,6.0
5682.0,2414.0,298.0,24.0,240.0,108.0,1181.0,145.0,223.0,215.0,1390.0,4.0,10.0,6.0
5683.0,2454.0,346.0,2.0,420.0,148.0,1024.0,215.0,235.0,158.0,1216.0,4.0,6.0,3.0
5684.0,2463.0,124.0,7.0,566.0,193.0,900.0,233.0,235.0,135.0,1072.0,4.0,6.0,3.0
5685.0,2442.0,173.0,16.0,424.0,99.0,679.0,229.0,246.0,144.0,792.0,4.0,3.0,3.0
5686.0,2432.0,144.0,20.0,365.0,89.0,638.0,244.0,232.0,108.0,738.0,4.0,3.0,3.0
5687.0,3333.0,348.0,16.0,0.0,0.0,4336.0,187.0,211.0,161.0,4055.0,1.0,38.0,7.0
5688.0,3285.0,72.0,34.0,60.0,32.0,3994.0,235.0,155.0,23.0,4161.0,1.0,39.0,7.0
5689.0,3220.0,77.0,11.0,543.0,115.0,1054.0,234.0,219.0,115.0,2070.0,1.0,29.0,2.0
5690.0,2975.0,99.0,34.0,524.0,170.0,547.0,252.0,172.0,0.0,1560.0,1.0,30.0,1.0
5691.0,2955.0,103.0,24.0,466.0,150.0,488.0,252.0,201.0,64.0,1500.0,1.0,30.0,2.0
5692.0,2849.0,27.0,6.0,30.0,4.0,2429.0,217.0,226.0,145.0,543.0,3.0,23.0,1.0
5693.0,2308.0,147.0,35.0,42.0,28.0,1616.0,242.0,213.0,69.0,698.0,4.0,3.0,3.0
5694.0,2459.0,275.0,13.0,474.0,100.0,872.0,183.0,243.0,199.0,323.0,4.0,2.0,6.0
5695.0,2287.0,120.0,19.0,42.0,12.0,330.0,249.0,220.0,91.0,1544.0,4.0,4.0,4.0
5696.0,2281.0,128.0,16.0,30.0,8.0,360.0,245.0,228.0,107.0,1557.0,4.0,4.0,4.0
5697.0,2273.0,135.0,6.0,0.0,0.0,390.0,230.0,237.0,140.0,1570.0,4.0,4.0,4.0
5698.0,2376.0,303.0,30.0,180.0,96.0,418.0,123.0,209.0,219.0,1758.0,4.0,10.0,3.0
5699.0,2487.0,266.0,7.0,201.0,44.0,391.0,202.0,243.0,180.0,1861.0,4.0,6.0,3.0
5700.0,2503.0,354.0,12.0,190.0,20.0,480.0,200.0,218.0,156.0,1513.0,4.0,6.0,3.0
5701.0,2296.0,38.0,13.0,0.0,0.0,1044.0,219.0,211.0,124.0,832.0,4.0,14.0,4.0
5702.0,2312.0,97.0,26.0,210.0,65.0,1100.0,251.0,194.0,55.0,751.0,4.0,2.0,6.0
5703.0,2254.0,355.0,11.0,0.0,0.0,1130.0,202.0,221.0,156.0,771.0,4.0,14.0,4.0
5704.0,2267.0,307.0,21.0,85.0,19.0,1142.0,159.0,223.0,202.0,797.0,4.0,10.0,6.0
5705.0,2292.0,305.0,26.0,134.0,45.0,1114.0,138.0,215.0,213.0,819.0,4.0,10.0,6.0
5706.0,2310.0,331.0,20.0,190.0,77.0,1087.0,167.0,210.0,180.0,845.0,4.0,10.0,6.0
5707.0,2435.0,160.0,18.0,524.0,165.0,743.0,236.0,241.0,128.0,914.0,4.0,3.0,3.0
5708.0,3342.0,358.0,17.0,42.0,10.0,4403.0,193.0,207.0,150.0,4068.0,1.0,38.0,7.0
5709.0,3264.0,328.0,18.0,42.0,13.0,3891.0,173.0,215.0,181.0,4079.0,1.0,38.0,7.0
5710.0,3100.0,310.0,16.0,513.0,57.0,1549.0,176.0,228.0,191.0,3159.0,1.0,29.0,1.0
5711.0,2874.0,116.0,18.0,153.0,17.0,2379.0,248.0,220.0,94.0,564.0,3.0,13.0,5.0
5712.0,2865.0,116.0,15.0,124.0,11.0,2391.0,245.0,224.0,105.0,552.0,3.0,13.0,5.0
5713.0,2404.0,90.0,10.0,390.0,14.0,1015.0,236.0,224.0,118.0,1022.0,4.0,2.0,3.0
5714.0,2406.0,288.0,23.0,361.0,136.0,1020.0,151.0,231.0,217.0,272.0,4.0,10.0,6.0
5715.0,2431.0,269.0,21.0,421.0,161.0,960.0,162.0,242.0,218.0,272.0,4.0,10.0,6.0
5716.0,2265.0,9.0,21.0,0.0,0.0,391.0,191.0,192.0,133.0,658.0,4.0,10.0,4.0
5717.0,2275.0,99.0,9.0,0.0,0.0,360.0,235.0,228.0,123.0,1530.0,4.0,4.0,4.0
5718.0,2318.0,301.0,29.0,60.0,38.0,450.0,127.0,213.0,220.0,1664.0,4.0,10.0,3.0
5719.0,2428.0,290.0,28.0,270.0,148.0,365.0,131.0,223.0,226.0,1790.0,4.0,10.0,3.0
5720.0,2446.0,326.0,9.0,60.0,8.0,457.0,198.0,230.0,172.0,1812.0,4.0,6.0,3.0
5721.0,2499.0,326.0,7.0,300.0,88.0,480.0,202.0,232.0,169.0,1676.0,4.0,6.0,3.0
5722.0,2457.0,77.0,19.0,0.0,0.0,466.0,240.0,202.0,84.0,1415.0,4.0,5.0,4.0
5723.0,2478.0,34.0,14.0,30.0,11.0,595.0,217.0,208.0,123.0,1292.0,4.0,10.0,6.0
5724.0,2483.0,355.0,5.0,180.0,32.0,743.0,211.0,230.0,157.0,1214.0,4.0,6.0,3.0
5725.0,2308.0,59.0,13.0,0.0,0.0,1006.0,229.0,213.0,115.0,872.0,4.0,14.0,4.0
5726.0,2307.0,88.0,23.0,210.0,60.0,1071.0,247.0,195.0,64.0,781.0,4.0,2.0,6.0
5727.0,2295.0,65.0,19.0,180.0,48.0,1077.0,234.0,199.0,89.0,780.0,4.0,2.0,6.0
5728.0,2261.0,3.0,15.0,0.0,0.0,1100.0,198.0,209.0,147.0,800.0,4.0,14.0,4.0
5729.0,2318.0,324.0,19.0,201.0,80.0,1060.0,170.0,217.0,185.0,872.0,4.0,10.0,6.0
5730.0,2402.0,331.0,22.0,474.0,191.0,972.0,163.0,207.0,180.0,1041.0,4.0,10.0,6.0
5731.0,2408.0,335.0,25.0,450.0,82.0,967.0,156.0,198.0,176.0,1062.0,4.0,10.0,6.0
5732.0,2421.0,38.0,17.0,300.0,95.0,960.0,218.0,202.0,114.0,1168.0,4.0,6.0,6.0
5733.0,2325.0,30.0,7.0,0.0,0.0,1015.0,218.0,226.0,143.0,1406.0,4.0,10.0,4.0
5734.0,2449.0,236.0,14.0,335.0,143.0,1073.0,195.0,251.0,192.0,1319.0,4.0,6.0,3.0
5735.0,3350.0,355.0,18.0,108.0,27.0,4469.0,187.0,205.0,153.0,4082.0,1.0,39.0,7.0
5736.0,2995.0,328.0,7.0,182.0,12.0,1767.0,203.0,232.0,168.0,3462.0,1.0,23.0,1.0
5737.0,3105.0,308.0,14.0,503.0,62.0,1574.0,180.0,230.0,190.0,3174.0,1.0,29.0,1.0
5738.0,3200.0,301.0,22.0,391.0,87.0,1489.0,153.0,224.0,209.0,3021.0,1.0,30.0,1.0
5739.0,2376.0,121.0,19.0,212.0,85.0,1289.0,249.0,221.0,92.0,990.0,4.0,3.0,3.0
5740.0,2321.0,143.0,21.0,108.0,37.0,1454.0,245.0,230.0,103.0,816.0,4.0,3.0,3.0
5741.0,2300.0,338.0,26.0,42.0,19.0,1440.0,155.0,194.0,172.0,510.0,4.0,10.0,6.0
5742.0,2312.0,338.0,32.0,60.0,37.0,1380.0,135.0,178.0,171.0,458.0,4.0,10.0,6.0
5743.0,2473.0,278.0,19.0,212.0,30.0,330.0,166.0,240.0,212.0,1826.0,4.0,10.0,3.0
5744.0,2489.0,353.0,14.0,85.0,-3.0,534.0,196.0,215.0,157.0,1343.0,4.0,10.0,6.0
5745.0,2488.0,24.0,13.0,60.0,21.0,553.0,212.0,212.0,134.0,1332.0,4.0,10.0,6.0
5746.0,2344.0,99.0,22.0,42.0,10.0,942.0,250.0,204.0,71.0,973.0,4.0,5.0,3.0
5747.0,2316.0,83.0,11.0,0.0,0.0,960.0,235.0,221.0,116.0,927.0,4.0,5.0,4.0
5748.0,2311.0,52.0,8.0,0.0,0.0,968.0,225.0,223.0,132.0,912.0,4.0,14.0,4.0
5749.0,2310.0,0.0,18.0,30.0,2.0,987.0,190.0,203.0,147.0,886.0,4.0,14.0,6.0
5750.0,2358.0,72.0,12.0,201.0,81.0,1024.0,233.0,217.0,114.0,824.0,4.0,10.0,6.0
5751.0,2271.0,1.0,20.0,0.0,0.0,1071.0,187.0,199.0,145.0,830.0,4.0,14.0,4.0
5752.0,2340.0,322.0,21.0,268.0,107.0,1008.0,163.0,214.0,189.0,927.0,4.0,10.0,6.0
5753.0,2355.0,317.0,22.0,323.0,124.0,987.0,157.0,215.0,196.0,957.0,4.0,10.0,6.0
5754.0,2420.0,326.0,24.0,450.0,62.0,938.0,155.0,206.0,187.0,1084.0,4.0,10.0,6.0
5755.0,2385.0,293.0,20.0,150.0,66.0,1061.0,159.0,231.0,210.0,1529.0,4.0,10.0,6.0
5756.0,2417.0,166.0,15.0,589.0,147.0,726.0,232.0,244.0,139.0,966.0,4.0,3.0,3.0
5757.0,2411.0,171.0,18.0,418.0,68.0,594.0,229.0,245.0,140.0,808.0,4.0,3.0,3.0
5758.0,3010.0,123.0,14.0,212.0,61.0,990.0,243.0,229.0,112.0,495.0,3.0,32.0,2.0
5759.0,2890.0,95.0,19.0,150.0,29.0,2412.0,247.0,208.0,82.0,541.0,3.0,13.0,5.0
5760.0,2967.0,313.0,27.0,335.0,134.0,2717.0,139.0,209.0,205.0,595.0,3.0,33.0,2.0
5761.0,2404.0,95.0,11.0,391.0,14.0,983.0,238.0,223.0,114.0,984.0,4.0,2.0,3.0
5762.0,2388.0,128.0,13.0,242.0,97.0,1222.0,242.0,231.0,116.0,1041.0,4.0,2.0,3.0
5763.0,2380.0,283.0,23.0,285.0,110.0,1110.0,151.0,234.0,220.0,242.0,4.0,10.0,6.0
5764.0,2478.0,264.0,7.0,366.0,91.0,810.0,202.0,244.0,181.0,277.0,4.0,2.0,6.0
5765.0,2474.0,77.0,16.0,0.0,0.0,400.0,239.0,208.0,95.0,1482.0,4.0,5.0,4.0
5766.0,2489.0,333.0,18.0,124.0,39.0,458.0,176.0,214.0,176.0,1409.0,4.0,10.0,6.0
5767.0,2347.0,86.0,23.0,30.0,13.0,912.0,246.0,193.0,64.0,999.0,4.0,5.0,3.0
5768.0,2328.0,50.0,12.0,0.0,0.0,924.0,225.0,214.0,121.0,967.0,4.0,5.0,4.0
5769.0,2340.0,57.0,23.0,268.0,68.0,1001.0,229.0,185.0,78.0,845.0,4.0,10.0,6.0
5770.0,2316.0,19.0,28.0,120.0,66.0,1024.0,188.0,170.0,107.0,842.0,4.0,10.0,6.0
5771.0,2282.0,354.0,21.0,0.0,0.0,1041.0,180.0,197.0,152.0,859.0,4.0,14.0,4.0
5772.0,2311.0,326.0,26.0,120.0,61.0,1050.0,146.0,201.0,189.0,892.0,4.0,10.0,6.0
5773.0,2340.0,317.0,21.0,240.0,93.0,993.0,161.0,217.0,194.0,939.0,4.0,10.0,6.0
5774.0,2369.0,314.0,20.0,360.0,138.0,949.0,161.0,219.0,196.0,999.0,4.0,10.0,6.0
5775.0,2389.0,304.0,23.0,417.0,161.0,931.0,150.0,221.0,209.0,1032.0,4.0,10.0,6.0
5776.0,2337.0,13.0,12.0,0.0,0.0,959.0,208.0,216.0,143.0,1440.0,4.0,10.0,4.0
5777.0,2345.0,298.0,16.0,30.0,15.0,969.0,173.0,232.0,199.0,1465.0,4.0,10.0,6.0
5778.0,3372.0,265.0,6.0,30.0,4.0,4288.0,205.0,243.0,176.0,4195.0,1.0,40.0,7.0
5779.0,3114.0,303.0,14.0,474.0,47.0,1626.0,180.0,232.0,193.0,3206.0,1.0,29.0,1.0
5780.0,3295.0,261.0,19.0,150.0,71.0,1380.0,169.0,246.0,213.0,2529.0,1.0,39.0,1.0
5781.0,2939.0,80.0,15.0,175.0,41.0,2314.0,239.0,211.0,98.0,570.0,3.0,32.0,5.0
5782.0,2898.0,107.0,17.0,134.0,18.0,2430.0,247.0,217.0,92.0,534.0,3.0,13.0,5.0
5783.0,2885.0,305.0,24.0,85.0,28.0,2563.0,148.0,220.0,209.0,420.0,3.0,33.0,2.0
5784.0,2358.0,116.0,20.0,150.0,67.0,1292.0,250.0,217.0,85.0,947.0,4.0,3.0,3.0
5785.0,2329.0,137.0,23.0,85.0,42.0,1376.0,248.0,224.0,92.0,859.0,4.0,3.0,3.0
5786.0,2286.0,304.0,23.0,0.0,0.0,1560.0,151.0,221.0,208.0,598.0,4.0,17.0,6.0
5787.0,2330.0,296.0,24.0,108.0,50.0,1410.0,145.0,225.0,216.0,457.0,4.0,10.0,6.0
5788.0,2395.0,288.0,22.0,323.0,125.0,1080.0,154.0,232.0,216.0,201.0,4.0,10.0,6.0
5789.0,2479.0,294.0,9.0,342.0,92.0,810.0,194.0,238.0,184.0,255.0,4.0,2.0,6.0
5790.0,2433.0,282.0,25.0,247.0,153.0,285.0,142.0,232.0,225.0,1702.0,4.0,10.0,3.0
5791.0,2470.0,80.0,15.0,95.0,27.0,295.0,239.0,211.0,98.0,1867.0,4.0,6.0,3.0
5792.0,2462.0,71.0,15.0,67.0,19.0,309.0,236.0,210.0,102.0,1889.0,4.0,6.0,3.0
5793.0,2491.0,310.0,17.0,272.0,63.0,395.0,171.0,226.0,194.0,1803.0,4.0,10.0,3.0
5794.0,2498.0,345.0,13.0,120.0,5.0,450.0,195.0,220.0,163.0,1423.0,4.0,10.0,6.0
5795.0,2431.0,118.0,22.0,170.0,71.0,834.0,252.0,213.0,77.0,1149.0,4.0,5.0,3.0
5796.0,2333.0,82.0,11.0,0.0,0.0,888.0,235.0,220.0,115.0,1008.0,4.0,5.0,4.0
5797.0,2377.0,349.0,21.0,175.0,87.0,960.0,177.0,200.0,158.0,895.0,4.0,10.0,6.0
5798.0,2324.0,332.0,26.0,120.0,70.0,1024.0,151.0,197.0,181.0,920.0,4.0,10.0,6.0
5799.0,2330.0,333.0,24.0,150.0,80.0,1008.0,157.0,201.0,179.0,930.0,4.0,10.0,6.0
5800.0,2374.0,330.0,22.0,330.0,141.0,930.0,163.0,208.0,182.0,1008.0,4.0,10.0,6.0
5801.0,2378.0,326.0,23.0,360.0,148.0,920.0,157.0,207.0,187.0,1024.0,4.0,10.0,6.0
5802.0,2447.0,318.0,20.0,408.0,89.0,875.0,162.0,217.0,193.0,1149.0,4.0,10.0,6.0
5803.0,2343.0,43.0,12.0,0.0,0.0,930.0,222.0,213.0,123.0,1458.0,4.0,5.0,4.0
5804.0,2396.0,294.0,23.0,153.0,52.0,1008.0,148.0,226.0,216.0,1546.0,4.0,10.0,6.0
5805.0,3375.0,265.0,5.0,60.0,7.0,4270.0,207.0,242.0,174.0,4153.0,1.0,40.0,7.0
5806.0,3381.0,247.0,6.0,120.0,13.0,4214.0,207.0,245.0,176.0,4121.0,1.0,39.0,7.0
5807.0,3359.0,311.0,32.0,351.0,34.0,3601.0,118.0,199.0,212.0,3817.0,1.0,39.0,7.0
5808.0,3173.0,279.0,38.0,492.0,56.0,1597.0,93.0,215.0,245.0,3120.0,1.0,29.0,1.0
5809.0,3259.0,343.0,9.0,242.0,71.0,1480.0,202.0,226.0,163.0,2874.0,1.0,39.0,1.0
5810.0,2939.0,104.0,19.0,150.0,41.0,2307.0,248.0,213.0,86.0,571.0,3.0,13.0,5.0
5811.0,2390.0,123.0,15.0,418.0,103.0,1006.0,244.0,228.0,110.0,999.0,4.0,2.0,3.0
5812.0,2293.0,144.0,22.0,30.0,9.0,1452.0,244.0,230.0,104.0,765.0,4.0,3.0,3.0
5813.0,2319.0,269.0,19.0,67.0,8.0,1440.0,168.0,243.0,213.0,474.0,4.0,10.0,6.0
5814.0,2357.0,30.0,21.0,175.0,82.0,1290.0,208.0,189.0,109.0,335.0,4.0,10.0,6.0
5815.0,2348.0,21.0,22.0,192.0,73.0,1260.0,199.0,186.0,116.0,309.0,4.0,10.0,6.0
5816.0,2427.0,281.0,17.0,391.0,5.0,990.0,172.0,239.0,206.0,150.0,4.0,10.0,6.0
5817.0,2326.0,28.0,24.0,124.0,61.0,420.0,203.0,179.0,102.0,589.0,4.0,10.0,3.0
5818.0,2510.0,314.0,14.0,335.0,85.0,360.0,183.0,229.0,186.0,1784.0,4.0,10.0,3.0
5819.0,2480.0,333.0,16.0,42.0,4.0,351.0,182.0,218.0,175.0,1518.0,4.0,10.0,6.0
5820.0,2498.0,90.0,5.0,153.0,31.0,642.0,227.0,232.0,139.0,1316.0,4.0,6.0,3.0
5821.0,2358.0,345.0,32.0,85.0,35.0,892.0,143.0,173.0,158.0,981.0,4.0,10.0,6.0
5822.0,2361.0,350.0,35.0,95.0,45.0,902.0,137.0,160.0,146.0,969.0,4.0,10.0,6.0
5823.0,2370.0,343.0,33.0,127.0,59.0,926.0,137.0,171.0,161.0,949.0,4.0,10.0,6.0
5824.0,2386.0,7.0,16.0,192.0,90.0,930.0,199.0,207.0,143.0,924.0,4.0,10.0,6.0
5825.0,2381.0,38.0,16.0,216.0,91.0,932.0,218.0,203.0,115.0,918.0,4.0,10.0,6.0
5826.0,2375.0,40.0,18.0,242.0,86.0,934.0,218.0,198.0,108.0,912.0,4.0,10.0,6.0
5827.0,2360.0,35.0,24.0,258.0,-13.0,942.0,208.0,178.0,94.0,904.0,4.0,10.0,6.0
5828.0,2306.0,348.0,23.0,0.0,0.0,983.0,172.0,196.0,159.0,918.0,4.0,10.0,4.0
5829.0,2456.0,325.0,19.0,400.0,98.0,845.0,169.0,216.0,185.0,1172.0,4.0,10.0,6.0
5830.0,2373.0,80.0,21.0,60.0,36.0,882.0,242.0,198.0,76.0,1429.0,4.0,5.0,6.0
5831.0,2422.0,300.0,11.0,210.0,78.0,1015.0,188.0,235.0,188.0,1499.0,4.0,10.0,6.0
5832.0,2429.0,205.0,8.0,510.0,123.0,886.0,216.0,247.0,167.0,1222.0,4.0,6.0,3.0
5833.0,2423.0,140.0,12.0,598.0,117.0,805.0,238.0,236.0,127.0,1140.0,4.0,6.0,3.0
5834.0,3371.0,273.0,4.0,30.0,2.0,4309.0,209.0,241.0,170.0,4144.0,1.0,40.0,7.0
5835.0,3376.0,238.0,4.0,90.0,8.0,4252.0,212.0,244.0,170.0,4112.0,1.0,40.0,7.0
5836.0,3368.0,94.0,24.0,150.0,111.0,4140.0,249.0,197.0,63.0,4049.0,1.0,39.0,7.0
5837.0,3372.0,314.0,31.0,342.0,47.0,3613.0,122.0,198.0,207.0,3790.0,1.0,39.0,7.0
5838.0,3083.0,300.0,31.0,342.0,40.0,1739.0,121.0,211.0,222.0,3339.0,1.0,29.0,1.0
5839.0,2934.0,117.0,22.0,124.0,36.0,2301.0,251.0,214.0,78.0,573.0,3.0,13.0,5.0
5840.0,2908.0,108.0,21.0,95.0,10.0,2359.0,250.0,211.0,79.0,531.0,3.0,13.0,5.0
5841.0,3015.0,275.0,6.0,503.0,100.0,2703.0,205.0,241.0,176.0,1601.0,3.0,32.0,2.0
5842.0,2402.0,90.0,18.0,408.0,12.0,939.0,244.0,209.0,89.0,932.0,4.0,2.0,3.0
5843.0,2381.0,196.0,16.0,295.0,94.0,1103.0,215.0,252.0,166.0,1087.0,4.0,3.0,3.0
5844.0,2382.0,171.0,14.0,268.0,95.0,1131.0,229.0,245.0,144.0,1087.0,4.0,3.0,3.0
5845.0,2287.0,140.0,20.0,0.0,0.0,1414.0,245.0,230.0,104.0,789.0,4.0,3.0,4.0
5846.0,2339.0,258.0,23.0,95.0,22.0,1380.0,160.0,246.0,221.0,408.0,4.0,10.0,6.0
5847.0,2362.0,23.0,23.0,212.0,20.0,1260.0,200.0,185.0,113.0,295.0,4.0,10.0,6.0
5848.0,2469.0,100.0,18.0,258.0,82.0,750.0,247.0,212.0,88.0,268.0,4.0,2.0,3.0
5849.0,2411.0,49.0,21.0,201.0,66.0,600.0,224.0,190.0,92.0,408.0,4.0,1.0,3.0
5850.0,2452.0,348.0,6.0,90.0,9.0,295.0,209.0,231.0,160.0,1917.0,4.0,6.0,3.0
5851.0,2483.0,60.0,10.0,0.0,0.0,301.0,228.0,219.0,123.0,1590.0,4.0,5.0,4.0
5852.0,2354.0,107.0,19.0,0.0,0.0,819.0,248.0,215.0,88.0,1091.0,4.0,5.0,4.0
5853.0,2344.0,47.0,12.0,0.0,0.0,824.0,224.0,214.0,123.0,1075.0,4.0,14.0,4.0
5854.0,2350.0,337.0,23.0,42.0,15.0,837.0,163.0,201.0,173.0,1047.0,4.0,10.0,6.0
5855.0,2319.0,315.0,3.0,0.0,0.0,953.0,211.0,237.0,164.0,947.0,4.0,10.0,4.0
5856.0,2448.0,312.0,23.0,430.0,14.0,824.0,151.0,216.0,202.0,1158.0,4.0,10.0,6.0
5857.0,2383.0,89.0,20.0,85.0,25.0,845.0,245.0,205.0,80.0,1425.0,4.0,6.0,6.0
5858.0,2429.0,240.0,5.0,510.0,123.0,875.0,210.0,244.0,172.0,1234.0,4.0,6.0,3.0
5859.0,3376.0,48.0,6.0,0.0,0.0,4432.0,223.0,227.0,140.0,4186.0,1.0,40.0,7.0
5860.0,3371.0,333.0,1.0,30.0,2.0,4347.0,216.0,237.0,158.0,4135.0,1.0,40.0,7.0
5861.0,3377.0,169.0,7.0,153.0,9.0,4207.0,226.0,243.0,151.0,4055.0,1.0,40.0,7.0
5862.0,3367.0,101.0,19.0,150.0,105.0,4151.0,248.0,211.0,83.0,4023.0,1.0,39.0,7.0
5863.0,3039.0,321.0,29.0,234.0,-1.0,1831.0,135.0,199.0,197.0,3457.0,1.0,22.0,1.0
5864.0,3172.0,146.0,17.0,335.0,67.0,932.0,241.0,236.0,119.0,1961.0,1.0,29.0,2.0
5865.0,3023.0,72.0,8.0,484.0,112.0,2550.0,229.0,226.0,130.0,1742.0,3.0,32.0,2.0
5866.0,2373.0,177.0,14.0,256.0,86.0,1120.0,226.0,247.0,150.0,1084.0,4.0,3.0,3.0
5867.0,2364.0,133.0,18.0,175.0,77.0,1205.0,246.0,228.0,103.0,994.0,4.0,3.0,3.0
5868.0,2291.0,112.0,22.0,0.0,0.0,1376.0,252.0,210.0,75.0,815.0,4.0,3.0,4.0
5869.0,2368.0,23.0,22.0,216.0,26.0,1230.0,202.0,188.0,115.0,256.0,4.0,10.0,6.0
5870.0,2387.0,279.0,20.0,297.0,9.0,1110.0,160.0,238.0,216.0,150.0,4.0,10.0,6.0
5871.0,2442.0,301.0,21.0,324.0,-7.0,960.0,158.0,226.0,206.0,95.0,4.0,10.0,6.0
5872.0,2477.0,316.0,14.0,277.0,77.0,840.0,183.0,228.0,184.0,175.0,4.0,2.0,6.0
5873.0,2457.0,102.0,18.0,216.0,70.0,720.0,247.0,215.0,90.0,285.0,4.0,2.0,3.0
5874.0,2471.0,53.0,14.0,134.0,28.0,228.0,227.0,210.0,113.0,1829.0,4.0,6.0,3.0
5875.0,2461.0,34.0,14.0,120.0,18.0,256.0,217.0,210.0,125.0,1874.0,4.0,6.0,3.0
5876.0,2369.0,329.0,28.0,85.0,34.0,816.0,143.0,195.0,185.0,1060.0,4.0,10.0,6.0
5877.0,2350.0,242.0,18.0,150.0,79.0,932.0,181.0,252.0,205.0,1015.0,4.0,10.0,6.0
5878.0,2349.0,7.0,6.0,0.0,0.0,847.0,213.0,229.0,153.0,1513.0,4.0,5.0,4.0
5879.0,2417.0,170.0,13.0,300.0,73.0,1022.0,229.0,245.0,145.0,1438.0,4.0,6.0,3.0
5880.0,2429.0,230.0,7.0,510.0,123.0,864.0,209.0,247.0,175.0,1248.0,4.0,6.0,3.0
